Logan 5.1.1
rawFileName="H:\timo\research\PoweredUp\data\{None} 9326 201402051224.raw"
From=0:00.0, To=5:32.9
Date=05Feb2014
Time=12:24:59
Athlete={None}
EventDescription=
Time, Forward, Sideways, Up, Gyr1(d/s), Gyr2(d/s), Gyr3(d/s), Mag Fwd, Mag Left, Mag Up, 
0:02.48, -0.014, 0.921, 0.115, -0.079, 8.340, 4.393, -0.166, 0.392, -1.025, 
0:02.49, -0.014, 0.921, 0.108, -0.688, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.50, -0.021, 0.921, 0.108, -0.688, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.50, -0.021, 0.921, 0.108, -0.688, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.52, -0.021, 0.921, 0.115, -0.079, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.52, -0.014, 0.921, 0.108, -0.079, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.54, -0.021, 0.921, 0.108, -0.688, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.54, -0.021, 0.921, 0.108, -0.688, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.56, -0.014, 0.921, 0.095, -0.079, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.57, -0.014, 0.921, 0.088, -0.688, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.58, -0.021, 0.921, 0.088, -0.079, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.59, -0.021, 0.921, 0.088, -0.688, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.60, -0.014, 0.921, 0.088, -0.079, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.61, -0.014, 0.921, 0.088, -0.079, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.62, -0.014, 0.921, 0.095, -0.688, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.63, -0.014, 0.921, 0.095, -0.688, 7.297, 4.393, -0.166, 0.392, -1.025, 
0:02.64, -0.014, 0.921, 0.101, -0.688, 6.949, 4.758, -0.166, 0.392, -1.025, 
0:02.65, -0.007, 0.921, 0.101, -0.079, 6.949, 4.393, -0.166, 0.392, -1.025, 
0:02.66, -0.014, 0.921, 0.101, -0.079, 6.254, 4.758, -0.166, 0.392, -1.025, 
0:02.67, -0.014, 0.921, 0.108, -0.688, 5.559, 4.393, -0.166, 0.392, -1.025, 
0:02.68, -0.014, 0.921, 0.101, -0.688, 5.559, 4.393, -0.166, 0.392, -1.025, 
0:02.69, -0.014, 0.921, 0.101, -0.079, 5.559, 4.393, -0.166, 0.392, -1.025, 
0:02.70, -0.014, 0.921, 0.108, -0.688, 5.559, 4.393, -0.166, 0.392, -1.025, 
0:02.71, -0.014, 0.921, 0.108, -0.079, 4.168, 4.393, -0.166, 0.392, -1.025, 
0:02.72, -0.021, 0.921, 0.108, -0.688, 4.168, 4.027, -0.166, 0.392, -1.025, 
0:02.73, -0.021, 0.927, 0.108, -0.688, 4.168, 4.027, -0.166, 0.392, -1.025, 
0:02.74, -0.021, 0.927, 0.108, -0.079, 4.168, 4.027, -0.166, 0.392, -1.025, 
0:02.75, -0.021, 0.927, 0.101, -0.688, 4.168, 4.027, -0.166, 0.392, -1.025, 
0:02.76, -0.021, 0.927, 0.095, -0.079, 4.168, 4.027, -0.166, 0.392, -1.025, 
0:02.77, -0.021, 0.927, 0.095, -0.688, 4.516, 3.296, -0.166, 0.389, -1.025, 
0:02.78, -0.029, 0.927, 0.095, -0.079, 4.516, 3.296, -0.166, 0.389, -1.025, 
0:02.79, -0.043, 0.927, 0.095, -0.079, 4.516, 2.931, -0.166, 0.389, -1.025, 
0:02.80, -0.050, 0.927, 0.095, -0.688, 4.863, 3.296, -0.166, 0.389, -1.025, 
0:02.81, -0.043, 0.927, 0.095, -0.688, 5.906, 3.296, -0.166, 0.389, -1.025, 
0:02.82, -0.043, 0.927, 0.101, -0.688, 5.906, 3.296, -0.166, 0.389, -1.025, 
0:02.83, -0.050, 0.927, 0.101, -0.079, 6.602, 3.296, -0.169, 0.389, -1.025, 
0:02.84, -0.043, 0.927, 0.108, -0.079, 7.297, 3.296, -0.169, 0.389, -1.022, 
0:02.85, -0.043, 0.927, 0.108, -0.688, 7.297, 3.296, -0.169, 0.389, -1.022, 
0:02.86, -0.036, 0.927, 0.108, -0.688, 7.297, 3.296, -0.169, 0.389, -1.022, 
0:02.87, -0.021, 0.927, 0.108, -0.688, 7.297, 3.662, -0.169, 0.389, -1.022, 
0:02.88, -0.014, 0.927, 0.108, -0.688, 7.297, 4.027, -0.169, 0.389, -1.022, 
0:02.89, -0.014, 0.927, 0.108, -0.079, 6.949, 4.758, -0.169, 0.389, -1.022, 
0:02.90, -0.021, 0.927, 0.108, -0.688, 6.949, 4.758, -0.169, 0.389, -1.022, 
0:02.91, -0.021, 0.927, 0.108, -0.688, 6.949, 4.758, -0.169, 0.389, -1.022, 
0:02.92, -0.021, 0.927, 0.108, -0.079, 6.949, 4.758, -0.169, 0.389, -1.022, 
0:02.93, -0.021, 0.927, 0.108, -0.079, 6.949, 4.758, -0.171, 0.389, -1.022, 
0:02.94, -0.014, 0.927, 0.108, -0.079, 5.559, 4.758, -0.171, 0.389, -1.022, 
0:02.95, -0.021, 0.927, 0.108, -0.688, 5.559, 4.758, -0.171, 0.389, -1.022, 
0:02.96, -0.014, 0.927, 0.115, -0.079, 5.559, 4.758, -0.171, 0.389, -1.022, 
0:02.97, -0.014, 0.927, 0.115, -0.079, 4.168, 4.758, -0.171, 0.389, -1.022, 
0:02.98, -0.014, 0.927, 0.108, -0.079, 4.168, 4.758, -0.171, 0.389, -1.022, 
0:02.99, -0.014, 0.927, 0.108, -0.079, 3.473, 4.758, -0.171, 0.389, -1.022, 
0:03.00, -0.021, 0.927, 0.108, -0.688, 2.778, 4.758, -0.171, 0.389, -1.022, 
0:03.01, -0.014, 0.921, 0.108, -0.079, 2.778, 4.758, -0.171, 0.389, -1.022, 
0:03.02, -0.014, 0.921, 0.108, -0.079, 1.387, 4.393, -0.171, 0.389, -1.019, 
0:03.03, -0.014, 0.921, 0.108, -0.688, 0.692, 4.393, -0.171, 0.389, -1.019, 
0:03.04, -0.014, 0.921, 0.108, -0.688, -0.003, 4.393, -0.171, 0.389, -1.019, 
0:03.05, -0.014, 0.921, 0.108, -0.079, -1.046, 2.931, -0.174, 0.389, -1.019, 
0:03.06, -0.021, 0.921, 0.108, -0.079, -1.394, 2.931, -0.174, 0.389, -1.019, 
0:03.07, -0.021, 0.921, 0.108, -0.079, -2.785, 2.931, -0.174, 0.389, -1.019, 
0:03.08, -0.021, 0.921, 0.108, -0.079, -2.785, 2.931, -0.174, 0.389, -1.019, 
0:03.09, -0.021, 0.921, 0.108, -0.079, -2.785, 3.296, -0.174, 0.389, -1.019, 
0:03.10, -0.036, 0.921, 0.108, -0.079, -2.785, 3.296, -0.174, 0.389, -1.019, 
0:03.11, -0.043, 0.921, 0.101, -0.079, -4.175, 2.931, -0.177, 0.389, -1.019, 
0:03.12, -0.043, 0.921, 0.101, -0.688, -4.175, 2.931, -0.177, 0.389, -1.019, 
0:03.13, -0.043, 0.914, 0.101, -0.688, -4.175, 2.931, -0.177, 0.389, -1.019, 
0:03.14, -0.050, 0.921, 0.101, -0.079, -5.218, 2.931, -0.177, 0.389, -1.016, 
0:03.15, -0.050, 0.921, 0.095, -0.079, -5.566, 2.931, -0.179, 0.389, -1.016, 
0:03.16, -0.000, 0.921, 0.088, -0.688, -6.261, 4.758, -0.179, 0.389, -1.016, 
0:03.17, -0.043, 0.927, 0.095, -0.079, -6.609, 0.007, -0.179, 0.389, -1.016, 
0:03.18, -0.057, 0.914, 0.088, -0.688, -7.999, 4.393, -0.182, 0.389, -1.016, 
0:03.19, -0.057, 0.921, 0.081, -0.079, -8.347, 1.104, -0.182, 0.389, -1.016, 
0:03.20, -0.064, 0.914, 0.088, -0.079, -9.042, 3.296, -0.184, 0.389, -1.013, 
0:03.21, -0.057, 0.921, 0.088, -0.688, -9.737, 2.200, -0.184, 0.389, -1.013, 
0:03.22, -0.071, 0.921, 0.088, -0.079, -9.737, 2.931, -0.184, 0.389, -1.013, 
0:03.23, -0.050, 0.914, 0.088, -0.688, -10.432, 2.200, -0.187, 0.389, -1.013, 
0:03.24, -0.057, 0.921, 0.088, -0.688, -11.128, 2.931, -0.187, 0.389, -1.009, 
0:03.25, -0.057, 0.921, 0.088, -0.688, -12.171, 2.565, -0.190, 0.389, -1.009, 
0:03.26, -0.057, 0.914, 0.088, -0.688, -12.518, 2.931, -0.190, 0.389, -1.009, 
0:03.27, -0.057, 0.921, 0.088, -0.688, -13.909, 2.931, -0.192, 0.389, -1.006, 
0:03.28, -0.057, 0.921, 0.088, -0.079, -15.299, 2.931, -0.195, 0.389, -1.006, 
0:03.29, -0.071, 0.921, 0.088, -0.688, -16.342, 2.200, -0.195, 0.389, -1.006, 
0:03.30, -0.071, 0.921, 0.088, -0.079, -17.733, 1.835, -0.197, 0.389, -1.003, 
0:03.31, -0.079, 0.921, 0.088, -0.688, -18.776, 1.835, -0.197, 0.389, -1.003, 
0:03.32, -0.064, 0.914, 0.088, -0.688, -20.166, 1.835, -0.200, 0.389, -1.000, 
0:03.33, -0.079, 0.921, 0.088, -0.079, -21.209, 1.104, -0.203, 0.389, -1.000, 
0:03.34, -0.071, 0.914, 0.088, -0.688, -23.295, 1.469, -0.203, 0.389, -1.000, 
0:03.35, -0.079, 0.914, 0.101, -0.688, -24.685, 1.469, -0.205, 0.389, -0.997, 
0:03.36, -0.079, 0.921, 0.101, -0.688, -26.771, 1.835, -0.208, 0.389, -0.997, 
0:03.37, -0.071, 0.921, 0.101, -0.079, -28.509, 1.469, -0.210, 0.389, -0.994, 
0:03.38, -0.079, 0.914, 0.101, -0.079, -30.943, 1.469, -0.213, 0.389, -0.991, 
0:03.39, -0.093, 0.914, 0.095, -0.688, -33.029, 1.469, -0.216, 0.389, -0.991, 
0:03.40, -0.100, 0.914, 0.101, 0.529, -35.114, 1.469, -0.216, 0.389, -0.987, 
0:03.41, -0.100, 0.901, 0.101, 0.529, -37.548, 0.373, -0.218, 0.389, -0.987, 
0:03.42, -0.114, 0.887, 0.095, 0.529, -39.981, 0.007, -0.221, 0.389, -0.984, 
0:03.43, -0.321, 0.940, 0.162, 2.355, -37.895, -7.302, -0.223, 0.389, -0.981, 
0:03.44, -0.250, 0.854, 0.142, 1.747, -35.462, 10.971, -0.226, 0.389, -0.981, 
0:03.45, -0.207, 0.894, 0.081, 1.747, -33.029, 4.393, -0.231, 0.389, -0.978, 
0:03.46, -0.150, 0.894, 0.081, 2.355, -36.157, 11.702, -0.234, 0.389, -0.975, 
0:03.47, -0.164, 0.894, 0.081, 1.747, -38.591, 6.585, -0.236, 0.389, -0.972, 
0:03.48, -0.171, 0.881, 0.088, 2.355, -41.719, 9.874, -0.239, 0.389, -0.968, 
0:03.49, -0.193, 0.881, 0.088, 1.747, -43.110, 7.682, -0.242, 0.389, -0.965, 
0:03.50, -0.200, 0.887, 0.088, 2.355, -45.196, 8.778, -0.244, 0.389, -0.962, 
0:03.51, -0.214, 0.881, 0.088, 2.355, -46.239, 7.316, -0.249, 0.389, -0.959, 
0:03.52, -0.214, 0.854, 0.101, 1.747, -49.020, 7.316, -0.252, 0.389, -0.956, 
0:03.53, -0.214, 0.868, 0.115, 2.355, -52.148, 6.585, -0.255, 0.389, -0.953, 
0:03.54, -0.214, 0.854, 0.115, 2.964, -55.625, 5.854, -0.260, 0.389, -0.950, 
0:03.55, -0.221, 0.828, 0.142, 2.964, -59.796, 6.220, -0.262, 0.389, -0.946, 
0:03.56, -0.221, 0.821, 0.162, 4.789, -64.316, 6.220, -0.268, 0.389, -0.940, 
0:03.57, -0.257, 0.815, 0.169, 4.181, -68.140, 8.413, -0.270, 0.389, -0.937, 
0:03.58, -0.250, 0.801, 0.162, 4.789, -71.268, 10.605, -0.275, 0.389, -0.934, 
0:03.59, -0.279, 0.848, 0.169, 7.224, -73.006, 12.798, -0.281, 0.389, -0.927, 
0:03.60, -0.307, 0.841, 0.155, 7.224, -73.702, 16.087, -0.283, 0.389, -0.921, 
0:03.61, -0.371, 0.854, 0.142, 9.049, -73.354, 16.452, -0.288, 0.389, -0.918, 
0:03.62, -0.400, 0.868, 0.095, 9.049, -71.964, 20.472, -0.294, 0.389, -0.912, 
0:03.63, -0.379, 0.834, 0.081, 9.049, -69.182, 19.376, -0.299, 0.389, -0.905, 
0:03.64, -0.429, 0.854, 0.041, 9.658, -67.097, 20.107, -0.304, 0.389, -0.899, 
0:03.65, -0.450, 0.841, 0.027, 9.658, -64.316, 19.741, -0.309, 0.389, -0.890, 
0:03.66, -0.429, 0.821, 0.027, 9.658, -62.230, 18.280, -0.314, 0.389, -0.883, 
0:03.67, -0.429, 0.815, 0.034, 9.049, -60.839, 19.010, -0.317, 0.389, -0.877, 
0:03.68, -0.507, 0.808, 0.034, 9.049, -61.882, 17.183, -0.322, 0.389, -0.871, 
0:03.69, -0.414, 0.742, 0.041, 9.658, -62.925, 14.625, -0.327, 0.389, -0.861, 
0:03.70, -0.457, 0.775, 0.061, 9.049, -64.316, 12.067, -0.332, 0.389, -0.855, 
0:03.71, -0.536, 0.781, 0.054, 7.832, -65.358, 11.336, -0.338, 0.389, -0.849, 
0:03.72, -0.479, 0.755, 0.061, 6.615, -64.663, 6.951, -0.343, 0.389, -0.839, 
0:03.73, -0.514, 0.781, 0.061, 6.615, -64.316, 5.854, -0.348, 0.389, -0.830, 
0:03.74, -0.550, 0.781, 0.074, 4.181, -62.230, 4.393, -0.353, 0.389, -0.820, 
0:03.75, -0.564, 0.781, 0.081, 4.181, -60.839, 2.565, -0.356, 0.392, -0.811, 
0:03.76, -0.564, 0.755, 0.081, 4.181, -59.449, 1.835, -0.361, 0.392, -0.804, 
0:03.77, -0.557, 0.728, 0.081, 2.964, -59.449, 0.373, -0.366, 0.392, -0.795, 
0:03.78, -0.557, 0.722, 0.088, 2.355, -59.796, 0.007, -0.371, 0.392, -0.782, 
0:03.79, -0.550, 0.702, 0.081, 2.355, -60.144, 0.373, -0.377, 0.392, -0.773, 
0:03.80, -0.536, 0.702, 0.088, 2.355, -62.230, 0.373, -0.382, 0.392, -0.763, 
0:03.81, -0.529, 0.702, 0.088, 3.572, -64.316, 0.373, -0.384, 0.392, -0.754, 
0:03.82, -0.536, 0.695, 0.088, 4.789, -66.054, 1.469, -0.390, 0.392, -0.744, 
0:03.83, -0.543, 0.689, 0.095, 4.789, -67.792, 1.835, -0.395, 0.392, -0.732, 
0:03.84, -0.564, 0.689, 0.108, 4.789, -69.182, 3.296, -0.400, 0.392, -0.722, 
0:03.85, -0.586, 0.675, 0.115, 6.615, -69.530, 4.027, -0.403, 0.392, -0.710, 
0:03.86, -0.593, 0.675, 0.115, 7.224, -70.921, 5.489, -0.408, 0.396, -0.700, 
0:03.87, -0.586, 0.669, 0.108, 7.224, -70.921, 6.220, -0.413, 0.396, -0.688, 
0:03.88, -0.593, 0.662, 0.081, 7.224, -72.311, 7.682, -0.416, 0.396, -0.675, 
0:03.89, -0.593, 0.649, 0.054, 6.615, -72.311, 8.778, -0.421, 0.396, -0.662, 
0:03.90, -0.736, 0.656, 0.020, 6.615, -74.049, 8.778, -0.423, 0.396, -0.650, 
0:03.91, -0.686, 0.583, 0.000, 6.007, -74.745, 4.393, -0.426, 0.396, -0.637, 
0:03.92, -0.679, 0.570, 0.014, 4.181, -75.092, -2.185, -0.431, 0.396, -0.625, 
0:03.93, -0.693, 0.570, 0.014, 1.747, -76.830, -1.454, -0.434, 0.396, -0.612, 
0:03.94, -0.750, 0.583, 0.034, 1.138, -76.483, -3.282, -0.436, 0.396, -0.599, 
0:03.95, -0.771, 0.583, 0.061, 0.529, -76.483, -1.089, -0.442, 0.396, -0.584, 
0:03.96, -0.757, 0.563, 0.088, 0.529, -75.787, -4.378, -0.444, 0.392, -0.571, 
0:03.97, -0.786, 0.550, 0.088, 2.355, -75.440, -2.916, -0.447, 0.392, -0.555, 
0:03.98, -0.807, 0.550, 0.088, 2.355, -74.397, -4.378, -0.449, 0.392, -0.543, 
0:03.99, -0.821, 0.543, 0.088, 2.355, -73.354, -4.013, -0.452, 0.392, -0.527, 
0:04.00, -0.807, 0.530, 0.088, 2.355, -70.921, -4.013, -0.455, 0.392, -0.511, 
0:04.01, -0.843, 0.510, 0.081, 2.355, -68.487, -1.454, -0.457, 0.392, -0.495, 
0:04.01, -0.864, 0.517, 0.061, 2.355, -66.054, 2.200, -0.457, 0.392, -0.479, 
0:04.03, -0.907, 0.497, 0.054, 2.964, -62.577, 0.373, -0.460, 0.392, -0.464, 
0:04.04, -0.914, 0.490, 0.034, 1.747, -60.144, 1.104, -0.462, 0.392, -0.448, 
0:04.05, -0.914, 0.490, 0.034, 1.747, -56.668, -3.282, -0.462, 0.392, -0.432, 
0:04.05, -0.893, 0.464, 0.054, 1.138, -54.582, -0.724, -0.465, 0.389, -0.416, 
0:04.07, -0.871, 0.457, 0.061, -0.688, -51.801, -1.089, -0.465, 0.389, -0.401, 
0:04.08, -0.907, 0.437, 0.081, 0.529, -49.715, 0.373, -0.468, 0.389, -0.385, 
0:04.09, -0.929, 0.391, 0.095, -0.079, -47.629, 0.007, -0.468, 0.389, -0.369, 
0:04.09, -0.936, 0.371, 0.088, 1.747, -45.891, 1.104, -0.468, 0.389, -0.353, 
0:04.11, -0.936, 0.417, 0.061, 1.747, -43.805, 1.835, -0.468, 0.386, -0.334, 
0:04.12, -0.957, 0.417, 0.054, 1.747, -41.024, 0.738, -0.468, 0.386, -0.319, 
0:04.13, -0.950, 0.411, 0.061, 1.747, -38.243, 1.104, -0.468, 0.386, -0.303, 
0:04.13, -0.907, 0.417, 0.061, 1.747, -35.810, 1.835, -0.468, 0.383, -0.287, 
0:04.15, -0.886, 0.411, 0.061, 1.747, -34.419, 1.835, -0.468, 0.383, -0.271, 
0:04.16, -0.871, 0.397, 0.061, 1.747, -33.376, 3.296, -0.468, 0.383, -0.256, 
0:04.17, -0.871, 0.384, 0.068, 1.138, -33.029, 3.296, -0.468, 0.380, -0.240, 
0:04.18, -0.879, 0.384, 0.068, 1.747, -33.029, 4.027, -0.468, 0.380, -0.224, 
0:04.19, -0.879, 0.384, 0.074, 1.747, -33.376, 2.931, -0.465, 0.380, -0.211, 
0:04.20, -0.871, 0.371, 0.081, 2.355, -33.376, 1.469, -0.465, 0.380, -0.196, 
0:04.21, -0.871, 0.377, 0.088, 2.355, -34.767, 0.373, -0.465, 0.377, -0.180, 
0:04.22, -0.871, 0.371, 0.081, 2.355, -34.767, 0.007, -0.462, 0.377, -0.164, 
0:04.23, -0.871, 0.384, 0.068, 2.964, -34.767, 1.835, -0.462, 0.377, -0.148, 
0:04.24, -0.871, 0.391, 0.054, 4.181, -34.419, 1.835, -0.460, 0.373, -0.136, 
0:04.25, -0.879, 0.364, 0.047, 2.964, -34.419, 2.931, -0.460, 0.373, -0.120, 
0:04.26, -0.907, 0.338, 0.034, 1.747, -34.419, 2.931, -0.457, 0.373, -0.104, 
0:04.26, -0.936, 0.331, 0.034, 1.747, -33.029, 2.931, -0.457, 0.370, -0.091, 
0:04.28, -0.936, 0.311, 0.034, 1.747, -33.029, 0.738, -0.455, 0.370, -0.076, 
0:04.29, -0.936, 0.311, 0.034, -0.079, -31.638, 0.007, -0.452, 0.367, -0.063, 
0:04.30, -0.936, 0.305, 0.034, -0.688, -30.943, -1.089, -0.449, 0.367, -0.047, 
0:04.30, -0.936, 0.305, 0.041, -0.079, -30.248, -1.454, -0.447, 0.364, -0.035, 
0:04.32, -0.914, 0.305, 0.054, -0.688, -28.162, 0.373, -0.447, 0.364, -0.019, 
0:04.33, -0.936, 0.298, 0.061, -0.688, -27.119, 0.738, -0.444, 0.361, -0.006, 
0:04.34, -0.950, 0.285, 0.054, -0.688, -25.033, 2.931, -0.442, 0.361, 0.009, 
0:04.34, -0.957, 0.278, 0.054, -0.079, -24.685, 2.931, -0.436, 0.358, 0.022, 
0:04.36, -0.957, 0.278, 0.054, -0.079, -23.295, 2.565, -0.434, 0.358, 0.035, 
0:04.37, -0.964, 0.278, 0.054, -0.688, -23.295, 1.835, -0.431, 0.354, 0.050, 
0:04.38, -0.964, 0.278, 0.054, -1.296, -21.904, 1.469, -0.429, 0.354, 0.063, 
0:04.38, -0.964, 0.278, 0.047, -3.122, -20.514, 0.738, -0.426, 0.351, 0.076, 
0:04.40, -0.964, 0.272, 0.047, -2.513, -19.123, 0.007, -0.423, 0.348, 0.088, 
0:04.41, -0.964, 0.252, 0.054, -2.513, -17.733, 0.007, -0.421, 0.348, 0.101, 
0:04.42, -0.957, 0.252, 0.054, -3.122, -15.995, 1.104, -0.418, 0.345, 0.114, 
0:04.43, -0.957, 0.252, 0.061, -3.122, -14.604, 1.835, -0.413, 0.342, 0.123, 
0:04.44, -0.964, 0.252, 0.061, -2.513, -13.561, 3.296, -0.410, 0.342, 0.136, 
0:04.45, -0.957, 0.252, 0.061, -3.122, -12.171, 3.296, -0.408, 0.339, 0.148, 
0:04.46, -0.950, 0.252, 0.061, -2.513, -12.171, 4.393, -0.405, 0.335, 0.161, 
0:04.47, -0.936, 0.258, 0.061, -3.122, -12.171, 3.296, -0.400, 0.335, 0.170, 
0:04.48, -0.943, 0.252, 0.061, -2.513, -12.518, 2.565, -0.397, 0.332, 0.183, 
0:04.49, -0.957, 0.238, 0.061, -2.513, -12.518, 1.104, -0.395, 0.329, 0.192, 
0:04.50, -0.950, 0.238, 0.061, -1.296, -12.518, 0.007, -0.390, 0.326, 0.205, 
0:04.51, -0.964, 0.232, 0.061, -1.296, -12.518, -0.724, -0.387, 0.326, 0.215, 
0:04.51, -0.929, 0.232, 0.061, -0.688, -12.171, 0.007, -0.384, 0.323, 0.224, 
0:04.53, -0.936, 0.225, 0.061, -0.079, -12.171, 0.738, -0.379, 0.320, 0.237, 
0:04.54, -0.943, 0.225, 0.061, -0.079, -12.171, 4.758, -0.377, 0.316, 0.246, 
0:04.55, -0.957, 0.225, 0.061, -0.079, -11.128, 3.296, -0.374, 0.313, 0.256, 
0:04.55, -0.957, 0.219, 0.054, 0.529, -11.128, 3.296, -0.369, 0.313, 0.265, 
0:04.57, -0.964, 0.219, 0.061, -0.079, -11.128, 1.469, -0.366, 0.310, 0.274, 
0:04.58, -0.921, 0.212, 0.054, 0.529, -10.780, 1.835, -0.364, 0.307, 0.284, 
0:04.59, -0.929, 0.205, 0.061, 2.355, -10.780, 1.835, -0.358, 0.304, 0.293, 
0:04.59, -0.964, 0.205, 0.061, 1.747, -10.780, 4.393, -0.356, 0.301, 0.303, 
0:04.61, -0.957, 0.199, 0.054, 1.747, -9.737, 3.662, -0.353, 0.297, 0.312, 
0:04.62, -0.943, 0.199, 0.061, 2.355, -9.390, 2.565, -0.348, 0.294, 0.322, 
0:04.63, -0.929, 0.192, 0.061, 2.355, -9.737, 2.931, -0.345, 0.294, 0.328, 
0:04.63, -0.936, 0.192, 0.061, 2.355, -9.737, 4.027, -0.340, 0.291, 0.338, 
0:04.65, -0.936, 0.199, 0.054, 1.747, -9.737, 4.027, -0.338, 0.288, 0.347, 
0:04.66, -0.936, 0.192, 0.054, 2.964, -9.737, 2.931, -0.335, 0.285, 0.353, 
0:04.67, -0.936, 0.172, 0.054, 2.964, -11.128, 2.931, -0.330, 0.282, 0.363, 
0:04.68, -0.936, 0.172, 0.054, 2.355, -11.128, 3.296, -0.327, 0.278, 0.372, 
0:04.69, -0.957, 0.172, 0.054, 2.355, -10.780, 3.296, -0.325, 0.275, 0.379, 
0:04.70, -0.964, 0.172, 0.054, 1.747, -10.780, 2.931, -0.319, 0.275, 0.388, 
0:04.71, -0.964, 0.166, 0.054, 2.355, -10.780, 2.931, -0.317, 0.272, 0.394, 
0:04.72, -0.964, 0.159, 0.054, 2.355, -10.780, 3.296, -0.312, 0.269, 0.401, 
0:04.73, -0.957, 0.152, 0.054, 2.355, -10.780, 3.296, -0.309, 0.266, 0.410, 
0:04.74, -0.957, 0.146, 0.054, 1.747, -10.780, 3.296, -0.306, 0.263, 0.416, 
0:04.75, -1.050, 0.146, 0.034, 2.355, -10.780, 1.469, -0.301, 0.259, 0.426, 
0:04.76, -1.186, 0.232, -0.014, 2.355, -8.347, 6.585, -0.299, 0.256, 0.432, 
0:04.76, -1.129, 0.159, 0.041, 2.964, -5.566, 10.605, -0.296, 0.253, 0.438, 
0:04.78, -0.807, 0.146, 0.020, 5.398, -0.699, 23.396, -0.291, 0.250, 0.448, 
0:04.79, -0.836, 0.152, 0.047, 7.224, 7.644, -1.820, -0.288, 0.247, 0.454, 
0:04.80, -1.093, 0.192, 0.088, 7.224, 4.168, 16.818, -0.286, 0.244, 0.461, 
0:04.80, -1.050, 0.126, 0.081, 6.615, 9.035, -0.358, -0.281, 0.244, 0.467, 
0:04.82, -0.943, 0.106, 0.095, 7.224, 9.035, 8.778, -0.278, 0.241, 0.476, 
0:04.83, -0.950, 0.132, 0.054, 6.615, 10.773, 3.296, -0.275, 0.237, 0.483, 
0:04.84, -0.979, 0.152, 0.061, 7.224, 11.121, 3.296, -0.273, 0.234, 0.486, 
0:04.84, -0.929, 0.152, 0.054, 7.224, 11.121, 4.758, -0.270, 0.234, 0.492, 
0:04.86, -0.957, 0.159, 0.061, 8.441, 10.426, 4.758, -0.265, 0.231, 0.498, 
0:04.87, -0.936, 0.166, 0.068, 9.658, 9.383, 6.220, -0.262, 0.231, 0.505, 
0:04.88, -0.957, 0.146, 0.061, 9.658, 9.035, 5.489, -0.260, 0.228, 0.511, 
0:04.88, -0.936, 0.146, 0.061, 9.049, 8.687, 7.316, -0.257, 0.225, 0.514, 
0:04.90, -0.964, 0.152, 0.061, 9.658, 8.687, 5.854, -0.255, 0.225, 0.521, 
0:04.91, -0.957, 0.146, 0.054, 9.049, 8.687, 6.220, -0.252, 0.222, 0.527, 
0:04.92, -0.986, 0.139, 0.054, 9.049, 8.687, 4.758, -0.252, 0.222, 0.530, 
0:04.93, -0.979, 0.139, 0.054, 9.049, 10.078, 5.124, -0.249, 0.218, 0.536, 
0:04.94, -0.986, 0.146, 0.054, 9.049, 10.773, 4.027, -0.247, 0.218, 0.539, 
0:04.95, -0.986, 0.132, 0.061, 7.832, 11.816, 2.931, -0.244, 0.218, 0.543, 
0:04.96, -0.979, 0.119, 0.061, 6.615, 12.859, 2.565, -0.242, 0.215, 0.549, 
0:04.97, -0.979, 0.119, 0.054, 6.615, 13.554, 1.469, -0.239, 0.215, 0.552, 
0:04.98, -1.021, 0.119, 0.068, 6.007, 13.554, -0.358, -0.239, 0.215, 0.555, 
0:04.99, -0.871, 0.106, 0.061, 4.181, 11.121, 5.124, -0.236, 0.212, 0.558, 
0:05.00, -0.929, 0.126, 0.041, 2.355, 9.730, 2.931, -0.234, 0.212, 0.565, 
0:05.01, -0.971, 0.132, 0.034, 1.747, 7.644, 6.220, -0.234, 0.212, 0.568, 
0:05.01, -0.929, 0.132, 0.027, 1.747, 6.949, 3.296, -0.231, 0.212, 0.571, 
0:05.03, -0.964, 0.139, 0.034, 0.529, 7.297, 5.124, -0.231, 0.209, 0.574, 
0:05.04, -0.979, 0.146, 0.068, -0.688, 7.297, 3.296, -0.229, 0.209, 0.577, 
0:05.05, -0.964, 0.146, 0.054, -0.688, 7.992, 4.027, -0.229, 0.209, 0.580, 
0:05.05, -0.964, 0.146, 0.054, -0.688, 8.687, 2.931, -0.226, 0.209, 0.584, 
0:05.07, -0.964, 0.146, 0.054, -0.688, 8.687, 3.662, -0.226, 0.206, 0.587, 
0:05.08, -0.957, 0.146, 0.054, -0.688, 8.687, 3.296, -0.223, 0.206, 0.590, 
